"ID","Study.ID","Reference","Grouping","Victim","Perpetrator","Route.Victim","Route.Perpetrator","Mechanism","Compartment","AUCR.Avg","AUCR.AvgType","AUCR.Var","AUCR.VarType","CmaxR.Avg","CmaxR.AvgType","CmaxR.Var","CmaxR.VarType","t_placebo_0","t_placebo_end","t_treatment_0","t_treatment_end","t.Unit","R.Dose.correction.factor","Comment","Dose","Dose.free.API","Dose.Unit","Route","Times.of.Administration","Times.Unit","Description","Comment.Regimen","Administered.form","Formulation.type","Infusion.duration.[min]","Water.volume.ingested.for.drug.intake.[mL]","Comment.on.administration/formulation","Fasted/Fed.state","Duration.of.fasting.before.drug.administration.[h]","Duration.of.fasting.after.drug.administration.[h]","Comment.on.food.intake"
2028,"Quinney 2008","https://www.ncbi.nlm.nih.gov/pubmed/17635500","po Midazolam Female after clarithromycin","Midazolam","Clarithromycin","PO","PO","Mechanism_based_Inactivation","Whole Blood",8.2,"GMR","4.8, 11.6","95% CI",2.83333333333333,"Approx. CmaxR",NA,NA,"0","inf","146","inf","h",NA,NA,"500",NA,"mg","PO","S0-T12-R14","h","MD BID (7 days)","MD, bid for 7 days","clarithromycin",NA,NA,NA,NA,NA,NA,NA,NA
2029,"Quinney 2008","https://www.ncbi.nlm.nih.gov/pubmed/17635500","po Midazolam Male after clarithromycin","Midazolam","Clarithromycin","PO","PO","Mechanism_based_Inactivation","Whole Blood",7.7,"GMR","4.5, 11","95% CI",2.58333333333333,"Approx. CmaxR",NA,NA,"0","inf","146","inf","h",NA,NA,"500",NA,"mg","PO","S0-T12-R14","h","MD BID (7 days)","MD, bid for 7 days","clarithromycin",NA,NA,NA,NA,NA,NA,NA,NA
2030,"Quinney 2008","https://www.ncbi.nlm.nih.gov/pubmed/17635500","po Midazolam All after clarithromycin","Midazolam","Clarithromycin","PO","PO","Mechanism_based_Inactivation","Whole Blood",8,"GMR","5.7, 10.2","95% CI",2.75,"Approx. CmaxR",NA,NA,"0","inf","146","inf","h",NA,NA,"500",NA,"mg","PO","S0-T12-R14","h","MD BID (7 days)","MD, bid for 7 days","clarithromycin",NA,NA,NA,NA,NA,NA,NA,NA
2035,"Kim 2018","https://www.ncbi.nlm.nih.gov/pubmed/28877336","Midazolam + Ketoconazole Male","Midazolam","Ketoconazole","IV","PO","Reversible_Inhibition","Plasma",2.89,"geom. Mean (GMR)","2.57 - 3.25","90% CI",NA,NA,NA,NA,"0","inf","72","inf","h",1,NA,"400",NA,"mg","PO","S0-T24-R4","h","MD OD (4 days)","MD, q.d. for 4 days","ketoconazole","oral formulation",NA,NA,NA,NA,NA,NA,NA
2002,"van Dyk 2018","https://www.ncbi.nlm.nih.gov/pubmed/29572563","Midazolam in Caucasian following 7d of Rifampicin (between day 1 and 8)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.256410256410256,"geom. Mean","0.208333333333333-0.333333333333333","95% CI",0.375,"Approx. CmaxR",NA,NA,"0","6","156","162","h",1,"Adjusted AUCratios (adjustment of different genotypes) are also available: AUC0-6 GMR with (95% CI)in µg/L/min: 4.2 (3.2, 5.2)","300",NA,"mg","PO","S0-T24-R7","h","MD OD (7 days)","MD, qd for a 7-day course each evening","rifampicin","Rifadin Sanofi, NSW, Australia",NA,NA,NA,NA,NA,NA,NA
2038,"Kim 2018","https://www.ncbi.nlm.nih.gov/pubmed/28877336","Midazolam + Ketoconazole Female","Midazolam","Ketoconazole","IV","PO","Reversible_Inhibition","Plasma",4.77,"geom. Mean (GMR)","4.52 - 5.03","90% CI",NA,NA,NA,NA,"0","inf","72","inf","h",1,NA,"400",NA,"mg","PO","S0-T24-R4","h","MD OD (4 days)","MD, q.d. for 4 days","ketoconazole","oral formulation",NA,NA,NA,NA,NA,NA,NA
2003,"van Dyk 2018","https://www.ncbi.nlm.nih.gov/pubmed/29572563","Midazolam in South Asian following 7d of Rifampicin (between day 1 and 8)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.188679245283019,"geom. Mean","0.15625-0.263157894736842","95% CI",0.218181818181818,"Approx. CmaxR",NA,NA,"0","6","156","162","h",1,"Adjusted AUCratios (adjustment of different genotypes) are also available: AUC0-6 GMR with (95% CI)in µg/L/min: 5.4 (3.8, 7.0)","300",NA,"mg","PO","S0-T24-R7","h","MD OD (7 days)","MD, qd for a 7-day course each evening","rifampicin","Rifadin Sanofi, NSW, Australia",NA,NA,NA,NA,NA,NA,NA
2044,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam PO day 1","Midazolam","Efavirenz","PO","PO","Induction","Plasma",0.5905511,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","6","12","18","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2045,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam IV day 1","Midazolam","Efavirenz","IV","PO","Induction","Plasma",0.78537735,"Geom. mean",NA,NA,NA,NA,NA,NA,"6","14","18","26","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2047,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam PO day 6","Midazolam","Efavirenz","PO","PO","Induction","Plasma",0.6141732,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","6","132","138","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2048,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam IV day 6","Midazolam","Efavirenz","IV","PO","Induction","Plasma",0.7771226,"Geom. mean",NA,NA,NA,NA,NA,NA,"6","14","138","146","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2049,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam PO day 11","Midazolam","Efavirenz","PO","PO","Induction","Plasma",0.769685,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","6","252","258","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam IV day 11","Midazolam","Efavirenz","IV","PO","Induction","Plasma",0.9375,"Geom. mean",NA,NA,NA,NA,NA,NA,"6","14","258","266","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam PO day 16","Midazolam","Efavirenz","PO","PO","Induction","Plasma",0.7480314,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","6","372","378","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2052,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam IV day 16","Midazolam","Efavirenz","IV","PO","Induction","Plasma",0.8537735,"Geom. mean",NA,NA,NA,NA,NA,NA,"6","14","378","386","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam PO  day 22","Midazolam","Efavirenz","PO","PO","Induction","Plasma",0.8366141,"Geom. mean",NA,NA,NA,NA,NA,NA,"0","6","516","522","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2054,"Mikus 2017","https://www.ncbi.nlm.nih.gov/pubmed/28194792","Efavirenz + Midazolam IV  day 22","Midazolam","Efavirenz","IV","PO","Induction","Plasma",0.9221698,"Geom. mean",NA,NA,NA,NA,NA,NA,"6","14","522","530","h",NA,NA,"400",NA,"mg","PO","0","h","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"Yu 2004","https://www.ncbi.nlm.nih.gov/pubmed/15289787","Treatment Itraconazole CYP3A5*1/*1","Midazolam","Itraconazole","IV","PO","Reversible_Inhibition","Plasma",2.27272727272727,"Arith. mean",NA,NA,NA,NA,NA,NA,"0","9999","72","9999","h",1,"AUCR was calculated with CLiv values","200",NA,"mg","PO","S0-T24-R4","h","MD OD (4 days)","MD, q.d. for 4 days",NA,"Sporanox capsules",NA,NA,NA,"fasted","overnight",NA,NA
198,"Yu 2004","https://www.ncbi.nlm.nih.gov/pubmed/15289787","Treatment Itraconazole CYP3A5*1/*3","Midazolam","Itraconazole","IV","PO","Reversible_Inhibition","Plasma",2.7027027027027,"Arith. mean",NA,NA,NA,NA,NA,NA,"0","9999","72","9999","h",1,"AUCR was calculated with CLiv values","200",NA,"mg","PO","S0-T24-R4","h","MD OD (4 days)","MD, q.d. for 4 days",NA,"Sporanox capsules",NA,NA,NA,"fasted","overnight",NA,NA
199,"Yu 2004","https://www.ncbi.nlm.nih.gov/pubmed/15289787","Treatment Itraconazole CYP3A5*3/*3","Midazolam","Itraconazole","IV","PO","Reversible_Inhibition","Plasma",3.33333333333333,"Arith. mean",NA,NA,NA,NA,NA,NA,"0","9999","72","9999","h",1,"AUCR was calculated with CLiv values","200",NA,"mg","PO","S0-T24-R4","h","MD OD (4 days)","MD, q.d. for 4 days",NA,"Sporanox capsules",NA,NA,NA,"fasted","overnight",NA,NA
204,"Wiesinger 2020","https://www.ncbi.nlm.nih.gov/pubmed/32275771","Weak-induction phase (RIF 10 mg)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.539,"GMR","0.491-0.592","90% CI",0.63265306122449,"Approx. Avg",NA,NA,"0","9999","180","444","h",1,NA,"10",NA,"mg","PO","S0-T24-R22","h","MD OD (22 days)","MD, q.d. for 22 days",NA,"Eremfat Sirup Suspension",NA,NA,NA,NA,NA,NA,NA
205,"Wiesinger 2020","https://www.ncbi.nlm.nih.gov/pubmed/32275771","Strong-induction phase (RIF 600 mg)","Midazolam","Rifampicin","PO","PO","Induction","Plasma",0.137,"GMR","0.124-0.150","90% CI",0.187551020408163,"Approx. Avg",NA,NA,"0","9999","444","9999","h",1,NA,"600",NA,"mg","PO","S0-T24-R22","h","MD OD (22 days)","MD, q.d. for 22 days",NA,"Eremfat Tablet",NA,NA,NA,NA,NA,NA,NA
200,"Yu 2004","https://www.ncbi.nlm.nih.gov/pubmed/15289787","Treatment Rifampicin CYP3A5*1/*1","Midazolam","Rifampicin","IV","PO","Induction","Plasma",0.985221674876847,"Arith. mean",NA,NA,NA,NA,NA,NA,"0","9999","240","9999","h",2,"Cave! Different dose treatment vs control. Ratios calculated as reported Ratio*Dose(under Rif coadmin)/Dose(control). AUCR was calculated with CLiv values.","600",NA,"mg","PO","S0-T24-R10","h","MD OD (10 days)","MD, q.d. for 10 days",NA,"Rifodex",NA,NA,NA,"fasted","overnight",NA,NA
2041,"Katzenmaier 2010","https://www.ncbi.nlm.nih.gov/pubmed/20680253","Midazolam + Efavirenz","Midazolam","Efavirenz","PO","PO","Induction","Plasma",0.1027,"Approx. Avg",NA,NA,0.1806,"Approx. Avg",NA,NA,"0","12","336","340","h",NA,"not mentioned in the paper, calculated from scanned aggregated data","400",NA,"mg","PO","S0-T24-R14","h","MD OD (14 days)","MD, q.d. for 14 days","Efavirenz","Sustiva",NA,NA,NA,NA,NA,NA,NA
201,"Yu 2004","https://www.ncbi.nlm.nih.gov/pubmed/15289787","Treatment Rifampicin CYP3A5*1/*3","Midazolam","Rifampicin","IV","PO","Induction","Plasma",0.819672131147541,"Arith. mean",NA,NA,NA,NA,NA,NA,"0","9999","240","9999","h",2,"Cave! Different dose treatment vs control. Ratios calculated as reported Ratio*Dose(under Rif coadmin)/Dose(control). AUCR was calculated with CLiv values.","600",NA,"mg","PO","S0-T24-R10","h","MD OD (10 days)","MD, q.d. for 10 days",NA,"Rifodex",NA,NA,NA,"fasted","overnight",NA,NA
202,"Yu 2004","https://www.ncbi.nlm.nih.gov/pubmed/15289787","Treatment Rifampicin CYP3A5*3/*3","Midazolam","Rifampicin","IV","PO","Induction","Plasma",0.833333333333333,"Arith. mean",NA,NA,NA,NA,NA,NA,"0","9999","240","9999","h",2,"Cave! Different dose treatment vs control. Ratios calculated as reported Ratio*Dose(under Rif coadmin)/Dose(control). AUCR was calculated with CLiv values.","600",NA,"mg","PO","S0-T24-R10","h","MD OD (10 days)","MD, q.d. for 10 days",NA,"Rifodex",NA,NA,NA,"fasted","overnight",NA,NA
2056,"Barbarash 1988","https://www.ncbi.nlm.nih.gov/pubmed/3180898","Verapamil IV after 2 weeks of Rifampicin therapy","Verapamil","Rifampicin","IV","PO","Induction","Serum",0.818652849740933,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","300","inf","h",1,NA,"600",NA,"mg","PO","S0-T24-R13","h","MD OD (13 days)","1 oral dose every night","rifampin","oral formulation",NA,NA,NA,NA,NA,NA,NA
2058,"Barbarash 1988","https://www.ncbi.nlm.nih.gov/pubmed/3180898","Verapamil PO after 2 weeks of Rifampicin therapy","Verapamil","Rifampicin","PO","PO","Induction","Serum",0.0651100987091875,"Approx. Avg",NA,NA,0.0369609856262834,"Approx. Avg",NA,NA,"0","inf","348","inf","h",1,NA,"600",NA,"mg","PO","S0-T24-R15","h","MD OD (15 days)","1 oral dose every night","rifampin","oral formulation",NA,NA,NA,NA,NA,NA,NA
1319,"Greenblatt 1986","https://pubmed.ncbi.nlm.nih.gov/2935051/","300 mg QD Cimetidine, 5 mg Midazolam IV","Midazolam","Cimetidine","IV","PO","Reversible_Inhibition","Plasma",0.892561983471075,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","24","inf","h",NA,"calculated from CL values","300",NA,"mg",NA,"S0-T6-R8","h","MD QID (2 days)","MD: QID (Day 1-2)",NA,NA,NA,NA,NA,NA,NA,NA,"Fasted on Day 2 (Subjects fasted 8h before and for 3h after MDZ dosing)"
1321,"Greenblatt 1986","https://pubmed.ncbi.nlm.nih.gov/2935051/","300 mg QD Cimetidine, 15 mg Midazolam PO","Midazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.13286713286713,"Approx. Avg",NA,NA,1.05555555555556,"Approx. Avg",NA,NA,"0","inf","24","inf","h",NA,"calculated from CL values","300",NA,"mg",NA,"S0-T6-R8","h","MD QID (2 days)","MD: QID (Day 1-2)",NA,NA,NA,NA,NA,NA,NA,NA,"Fasted on Day 2 (Subjects fasted 8h before and for 3h after MDZ dosing)"
1322,"Martinez 1999","https://pubmed.ncbi.nlm.nih.gov/10223772/","800 mg Cimetidine, 7.5 mg Midazolam PO","Midazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.49733333333333,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","0","inf","h",NA,NA,"800",NA,"mg",NA,"0","h","SD","SD",NA,"Sigma Chemical Co (Barcelona, Spain)",NA,NA,NA,NA,NA,NA,NA
1324,"Fee 1987","https://pubmed.ncbi.nlm.nih.gov/3802710/","400 mg BID Cimetidine, 15 mg Midazolam","Midazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.34563758389262,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","25","inf","h",NA,NA,"400",NA,"mg",NA,"0-12-24,5","h","MD: BID (1 day), OD (1 day)","MD: BID (Day 1), OD (Day 2)",NA,NA,NA,NA,NA,"Fasted","overnight",NA,NA
1326,"Salonen 1986","https://pubmed.ncbi.nlm.nih.gov/2939688/","400 mg Cimetidine, 15 mg Midazolam","Midazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.36487758945386,"Approx. Avg",NA,NA,1.37321196358908,"Approx. Avg",NA,NA,"0","5","2","7","h",NA,NA,"400",NA,"mg","PO","0","h","SD","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA
1328,"Smith 1984","https://pubmed.ncbi.nlm.nih.gov/6478741/","IV 10 mg Verapamil + Cimetidine","Verapamil","Cimetidine","IV","PO","Reversible_Inhibition","Plasma",0.707692307692308,"Approx. Avg",NA,NA,0.959239130434783,"Approx. Avg",NA,NA,"0","inf","168","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R36","h","MD QID (9 days)","MD QID (Day 1-9)",NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,"Smith 1984","https://pubmed.ncbi.nlm.nih.gov/6478741/","PO 120 mg Verapamil + Cimetidine","Verapamil","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.36968085106383,"Approx. Avg",NA,NA,1.13333333333333,"Approx. Avg",NA,NA,"0","inf","168","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R36","h","MD QID (9 days)","MD QID (Day 1-9)",NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,"Abernethy 1983","https://pubmed.ncbi.nlm.nih.gov/6137021/","Alprazolam + Cimetidine","Alprazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.58095238095238,"Approx. Avg",NA,NA,1.03225806451613,"Approx. Avg",NA,NA,"0","inf","12","inf","h",NA,"calculated from CL values","300",NA,"mg","PO","S0-T6-R4","h","MD QID (1 day)","MD QID (Day 1)",NA,NA,NA,NA,NA,"Fasted",NA,NA,NA
1334,"Abernethy 1983","https://pubmed.ncbi.nlm.nih.gov/6137021/","Triazolam + Cimetidine","Triazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.54285714285714,"Approx. Avg",NA,NA,1.20408163265306,"Approx. Avg",NA,NA,"0","inf","12","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R4","h","MD QID (1 day)","MD QID (Day 1)",NA,NA,NA,NA,NA,"Fasted",NA,NA,NA
1336,"Friedman 1988","https://pubmed.ncbi.nlm.nih.gov/3360971/","Triazolam + Cimetidine","Triazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.32298136645963,"Approx. Avg",NA,NA,1.39018087855297,"Approx. Avg",NA,NA,"0","inf","24","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R8","h","MD QID (2 days)","MD QID (Day 1-2)",NA,NA,NA,NA,NA,NA,NA,NA,"Subjects fasted overnight before triazolam administration"
1338,"Cox 1986","https://pubmed.ncbi.nlm.nih.gov/3828486/","triazolam + cimetidine","Triazolam","Cimetidine","intraduodenal","PO","Reversible_Inhibition","Serum",1.54545454545455,"Approx. Avg",NA,NA,1.35087719298246,"Approx. Avg",NA,NA,"0","inf","13","inf","h",NA,NA,"300",NA,"mg","PO","S0-T6-R4","h","MD QID (1 day)","MD QID (Day 1)",NA,"oral liquid",NA,NA,NA,NA,NA,NA,"Subjects were fasted for 12h prior to each triazolam treatment and for 4h after each treatment"
1340,"Pourbaix 1985","https://pubmed.ncbi.nlm.nih.gov/2864320/","Alprazolam + Cimetidine","Alprazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",1.72789115646258,"Approx. Avg",NA,NA,1.81868131868132,"Approx. Avg",NA,NA,"168","240","336","408","h",NA,NA,"200/400",NA,"mg",NA,"(200mg): (S0-T5-R3)-(S24-T5-R3)-(S48-T5-R3)-(S72-T5-R3)-(S96-T5-R3)-(S120-T5-R3)-(S144-T5-R3)-(S168-T5-R3)-(S192-T5-R3)-(S216-T5-R3)-(S240-T5-R3)-(S264-T5-R3)-(S288-T5-R3)-(S312-T5-R3)-(S336-T5-R3)-(S360-T5-R3)-(S384-T5-R3); (400mg): S15-T24-R17","h","(200mg): MD TID (17 days); (400mg): OD (17 days)","(200mg): MD TID (Day 15-31); (400mg): OD (Day 15-31); 1 g/d",NA,NA,NA,NA,NA,NA,NA,NA,NA
1342,"Pourbaix 1985","https://pubmed.ncbi.nlm.nih.gov/2864320/","Triazolam + Cimetidine","Triazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",2.20127795527157,"Approx. Avg",NA,NA,1.51088348271447,"Approx. Avg",NA,NA,"144","168","327","351","h",NA,NA,"200/400",NA,"mg",NA,"(200mg): (S0-T5-R3)-(S24-T5-R3)-(S48-T5-R3)-(S72-T5-R3)-(S96-T5-R3)-(S120-T5-R3)-(S144-T5-R3)-(S168-T5-R3)-(S192-T5-R3)-(S216-T5-R3)-(S240-T5-R3)-(S264-T5-R3)-(S288-T5-R3)-(S312-T5-R3)-(S336-T5-R3)-(S360-T5-R3)-(S384-T5-R3); (400mg): S15-T24-R17","h","(200mg): MD TID (17 days); (400mg): OD (17 days)","(200mg): MD TID (Day 15-31); (400mg): OD (Day 15-31); 1 g/d",NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,"Kienlen 1993","https://link.springer.com/article/10.1007/BF03259596","Alfentanil + Cimetidine","Alfentanil","Cimetidine","IV","IV","Reversible_Inhibition","Serum",2.80314960629921,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","inf","48","inf","h",NA,NA,"1200",NA,"mg","IV","0-24","h","MD OD (2 days)","MD OD (Day 1-2)",NA,NA,NA,NA,"15 to 20 mg/kg",NA,NA,NA,NA
1346,"Elliott 1984","https://pubmed.ncbi.nlm.nih.gov/6152615/","Midazolam/cimetidine","Midazolam","Cimetidine","PO","PO","Reversible_Inhibition","Plasma",2.01604278074866,"Approx. Avg",NA,NA,2.38333333333333,"Approx. Avg",NA,NA,"0","inf","26.5","inf","h",NA,NA,"200/400",NA,"mg",NA,"(200mg): 0-6-12-24; (400mg): 18","h","(200mg): MD TID (1 day), OD (1 day); (400mg): OD (1 day)","(200mg): MD TID (Day 1), OD (Day 2); (400mg): OD (Day 2)",NA,NA,NA,NA,NA,NA,NA,NA,NA
211,"Jacobson 2004","https://pubmed.ncbi.nlm.nih.gov/15518608/","Pravastatin with Itraconazole","Pravastatin","Itraconazole","PO","PO",NA,"Plasma",1.11702127659574,"Approx. Avg","11","% Change",1.140625,"Approx. Avg","14","% Change","0","inf","696","inf","h",NA,NA,"200",NA,"mg",NA,"S24-T24-R29","h","MD OD (29 days)","MD OD (Day 2-30)",NA,NA,NA,NA,NA,NA,NA,NA,NA
1124,"Neuvonen 1998","https://pubmed.ncbi.nlm.nih.gov/9542477/","Pravastatin with Itraconazole","Pravastatin","Itraconazole","PO","PO",NA,"Plasma",1.7,"Arith. Mean",NA,NA,2.5,"arith. Mean",NA,NA,"0","inf","74","inf","h",NA,NA,"200",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD",NA,"Sporanox, Janssen Pharma, Beerse, Belgium",NA,NA,"Dosing at 7:30 am for 4 days",NA,NA,NA,NA
1126,"Kantola 2000","https://pubmed.ncbi.nlm.nih.gov/10952477/","Pravastatin with Fluconazole","Pravastatin","Fluconazole","PO","PO",NA,"Plasma",1.4,"Arith. Mean","0,5-2,7","Relative to control (range)",1.3,"arith. Mean","0,3-2,8","Relative to control (range)","0","inf","73","inf","h",NA,NA,"400 / 200",NA,"mg","PO","0-24-48-72","h","MD OD (4 days)","MD, Day1: 400mg, Day 2-4: 200mg",NA,"Diflucan, Pfizer Inc., N.Y.",NA,NA,NA,NA,NA,NA,NA
1129,"Maeda 2011","https://pubmed.ncbi.nlm.nih.gov/21832990/","Pravastatin with Itraconazole","Pravastatin","Itraconazole","PO","PO",NA,"Plasma",1.47236180904523,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","8","1","9","h",NA,"AUCR was calculated by using these values: AUC(0-t)/dose, area under the plasma concentration-time curve from time 0 to t hours normalized by dose in each phase.","200",NA,"mg","IV","0","h","SD",NA,NA,"Itrizole 1% solution",60,NA,"1h before oral solution",NA,NA,NA,NA
1130,"Maeda 2011","https://pubmed.ncbi.nlm.nih.gov/21832990/","Pravastatin with Rifampicin","Pravastatin","Rifampicin","PO","PO",NA,"Plasma",4.63986599664992,"Approx. Avg",NA,NA,NA,NA,NA,NA,"0","8","0","8","h",1,"AUCR was calculated by using these values: AUC(0-t)/dose, area under the plasma concentration-time curve from time 0 to t hours normalized by dose in each phase.","600",NA,"mg","PO","0","h","SD",NA,NA,"four 150mg Rifadin capsules",NA,NA,"at the same time of oral solution",NA,NA,NA,NA
1146,"Azie 1998","https://pubmed.ncbi.nlm.nih.gov/9797793/","with Diltiazem","Pravastatin","Diltiazem","PO","PO",NA,"Plasma",1.02702702702703,"Approx. Avg",NA,NA,1.3030303030303,"Approx. Avg",NA,NA,"0","inf","325","inf","h",NA,NA,"120",NA,"mg",NA,"S0-T12-R42","h","MD: BID for 2 weeks","2 weeks of 120 mg diltiazem twice a day",NA,"Cardizem SR",NA,NA,NA,NA,NA,NA,NA
1149,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Cohort 2, 2 mg Rifampicin","Pravastatin","Rifampicin","PO","PO",NA,"Plasma",0.833,"geom mean","(0,716; 0,970)","90%CI",0.856,"geom mean","(0,690; 1,063)","90%CI","0","inf","276","708","h",1,NA,"2",NA,"mg","PO","S0-T24-R18","h","MD OD (18 days)","Acc. to Table 2: RIF was given q.d. from DAY 9 to DAY 26 (RIF 10mg and 2mg) and DAY 27 to DAY 44 (RIF 75mg and 600mg)",NA,NA,NA,NA,NA,NA,NA,NA,NA
1150,"Lutz 2018a","https://pubmed.ncbi.nlm.nih.gov/29569723/","Cohort 1, 10 mg Rifampicin","Pravastatin","Rifampicin","PO","PO",NA,"Plasma",0.813,"geom mean","(0,713; 0,926)","90%CI",0.788,"geom mean","(0,660; 0,939)","90%CI","0","inf","276","708","h",1,NA,"10",NA,"mg","PO","S0-T24-R18","h","MD OD (18 days)","Acc. to Table 2: RIF was given q.d. from DAY 9 to DAY 26 (RIF 10mg and 2mg) and DAY 27 to DAY 44 (RIF 75mg and 600mg)",NA,NA,NA,NA,NA,NA,NA,NA,NA
